,จังหวัด,จำนวนสมาชิกสภาผู้แทนราษฎร,จำนวนเขตเลือกตั้ง,ท้องที่ที่ประกอบเป็นเขตเลือกตั้ง,ลำดับที่,เขตเลือกตั้งที่,interior,exterior,p_code,a_code
397,ระยอง,,,เมืองระยอง,46,4,['เทศบาลเมืองมาบตาพุด'],,21,01
398,ระยอง,,,บ้านฉาง,46,4,,,21,02
399,ลพบุรี,4,4,เมืองลพบุรี,47,1,"['เขาสามยอด', 'ท่าหิน', 'ทะเลชุบศร', 'เขาพระงาม', 'ท่าศาลา', 'โคกตูม', 'นิคมสร้างตนเอง', 'ถนนใหญ่', 'กกโก', 'ป่าตาล', 'ท่าแค']",,16,01
400,ลพบุรี,,,เมืองลพบุรี,47,2,,"['เขาสามยอด', 'ท่าหิน', 'ทะเลชุบศร', 'เขาพระงาม', 'ท่าศาลา', 'โคกตูม', 'นิคมสร้างตนเอง', 'ถนนใหญ่', 'กกโก', 'ป่าตาล', 'ท่าแค']",16,01
401,ลพบุรี,,,ท่าวุ้ง,47,2,,,16,05
402,ลพบุรี,,,บ้านหมี่,47,2,,,16,06
403,ลพบุรี,,,โคกสำโรง,47,3,,,16,03
404,ลพบุรี,,,หนองม่วง,47,3,,,16,11
405,ลพบุรี,,,พัฒนานิคม,47,3,,,16,02
406,ลพบุรี,,,ชัยบาดาล,47,4,,,16,04
407,ลพบุรี,,,ท่าหลวง,47,4,,,16,07
408,ลพบุรี,,,ลำสนธิ,47,4,,,16,10
409,ลพบุรี,,,สระโบสถ์,47,4,,,16,08
410,ลพบุรี,,,โคกเจริญ,47,4,,,16,09
411,ลำปาง,4,4,เมืองลำปาง,48,1,,['เทศบาลเมืองเขลางค์นคร'],52,01
412,ลำปาง,,,ห้างฉัตร,48,1,,,52,12
413,ลำปาง,,,งาว,48,2,,,52,05
414,ลำปาง,,,วังเหนือ,48,2,,,52,07
415,ลำปาง,,,แจ้ห่ม,48,2,,,52,06
416,ลำปาง,,,เมืองปาน,48,2,,,52,13
417,ลำปาง,,,เมืองลำปาง,48,3,['เทศบาลเมืองเขลางค์นคร'],,52,01
418,ลำปาง,,,แม่เมาะ,48,3,,,52,02
419,ลำปาง,,,แม่ทะ,48,3,,,52,10
420,ลำปาง,,,เกาะคา,48,4,,,52,03
421,ลำปาง,,,เสริมงาม,48,4,,,52,04
422,ลำปาง,,,สบปราบ,48,4,,,52,11
423,ลำปาง,,,เถิน,48,4,,,52,08
424,ลำปาง,,,แม่พริก,48,4,,,52,09
425,สุพรรณบุรี,4,4,เมืองสุพรรณบุรี,49,1,,,72,01
426,สุพรรณบุรี,,,บางปลาม้า,49,1,"['จรเข้ใหญ่', 'โคกคราม', 'บางปลาม้า', 'องครักษ์', 'ตะค่า', 'วัดดาว', 'บ้านแหลม', 'ไผ่กองดิน']",,72,04
427,สุพรรณบุรี,,,บางปลาม้า,49,2,,"['จรเข้ใหญ่', 'โคกคราม', 'บางปลาม้า', 'องครักษ์', 'ตะค่า', 'วัดดาว', 'บ้านแหลม', 'ไผ่กองดิน']",72,04
428,สุพรรณบุรี,,,สองพี่น้อง,49,2,,,72,07
429,สุพรรณบุรี,,,อู่ทอง,49,2,"['เจดีย์', 'กระจัน', 'จรเข้สามพัน', 'ยุ้งทะลาย', 'บ้านดอน', 'สระยายโสม', 'ดอนมะเกลือ', 'สระพังลาน']",,72,09
430,สุพรรณบุรี,,,อู่ทอง,49,3,,"['เจดีย์', 'กระจัน', 'จรเข้สามพัน', 'ยุ้งทะลาย', 'บ้านดอน', 'สระยายโสม', 'ดอนมะเกลือ', 'สระพังลาน']",72,09
431,สุพรรณบุรี,,,ดอนเจดีย์,49,3,"['ไร่รถ', 'ดอนเจดีย์', 'หนองสาหร่าย']",,72,06
432,สุพรรณบุรี,,,สามชุก,49,3,,,72,08
433,สุพรรณบุรี,,,ศรีประจันต์,49,3,,,72,05
434,สุพรรณบุรี,,,ด่านช้าง,49,4,,,72,03
435,สุพรรณบุรี,,,เดิมบางนางบวช,49,4,,,72,02
436,สุพรรณบุรี,,,หนองหญ้าไซ,49,4,,,72,10
437,สุพรรณบุรี,,,ดอนเจดีย์,49,4,,"['ไร่รถ', 'ดอนเจดีย์', 'หนองสาหร่าย']",72,06
438,กาญจนบุรี,5,5,เมืองกาญจนบุรี,50,1,,,71,01
439,กาญจนบุรี,,,ศรีสวัสดิ์,50,1,,,71,04
440,กาญจนบุรี,,,ท่าม่วง,50,2,,,71,06
441,กาญจนบุรี,,,ด่านมะขามเตี้ย,50,2,,,71,11
442,กาญจนบุรี,,,ท่ามะกา,50,3,,,71,05
443,กาญจนบุรี,,,พนมทวน,50,3,,,71,09
444,กาญจนบุรี,,,เลาขวัญ,50,4,,,71,10
445,กาญจนบุรี,,,ห้วยกระเจา,50,4,,,71,13
446,กาญจนบุรี,,,หนองปรือ,50,4,,,71,12
447,กาญจนบุรี,,,บ่อพลอย,50,4,,,71,03
448,กาญจนบุรี,,,ทองผาภูมิ,50,5,,,71,07
449,กาญจนบุรี,,,สังขละบุรี,50,5,,,71,08
450,กาญจนบุรี,,,ไทรโยค,50,5,,,71,02
451,กาฬสินธุ์,5,5,เมืองกาฬสินธุ์,51,1,,,46,01
452,กาฬสินธุ์,,,ร่องคำ,51,1,,,46,04
453,กาฬสินธุ์,,,กมลาไสย,51,1,"['โคกสมบูรณ์', 'ดงลิง', 'เจ้าท่า', 'โพนงาม']",,46,03
454,กาฬสินธุ์,,,ยางตลาด,51,2,,,46,07
455,กาฬสินธุ์,,,ฆ้องชัย,51,2,,,46,18
456,กาฬสินธุ์,,,กมลาไสย,51,2,,"['โคกสมบูรณ์', 'ดงลิง', 'เจ้าท่า', 'โพนงาม']",46,03
457,กาฬสินธุ์,,,หนองกุงศรี,51,3,,,46,12
458,กาฬสินธุ์,,,ห้วยเม็ก,51,3,,,46,08
459,กาฬสินธุ์,,,ท่าคันโท,51,3,,,46,11
460,กาฬสินธุ์,,,สหัสขันธ์,51,3,,,46,09
461,กาฬสินธุ์,,,สมเด็จ,51,4,,,46,13
462,กาฬสินธุ์,,,คำม่วง,51,4,,,46,10
463,กาฬสินธุ์,,,นามน,51,4,,,46,02
464,กาฬสินธุ์,,,สามชัย,51,4,,,46,15
465,กาฬสินธุ์,,,ดอนจาน,51,4,,,46,17
466,กาฬสินธุ์,,,กุฉินารายณ์,51,5,,,46,05
467,กาฬสินธุ์,,,เขาวง,51,5,,,46,06
468,กาฬสินธุ์,,,นาคู,51,5,,,46,16
469,กาฬสินธุ์,,,ห้วยผึ้ง,51,5,,,46,14
470,นครปฐม,5,5,เมืองนครปฐม,52,1,"['พระปฐมเจดีย์', 'นครปฐม', 'ลำพยา', 'บ่อพลับ', 'หนองปากโลง', 'สนามจันทร์', 'ห้วยจรเข้', 'โพรงมะเดื่อ', 'หนองดินแดง', 'สวนป่าน', 'สระกะเทียม', 'วังตะกู', 'วังเย็น', 'พระประโทน', 'บางแขม']",,73,01
471,นครปฐม,,,เมืองนครปฐม,52,2,"['บ้านยาง', 'ทัพหลวง', 'หนองงูเหลือม', 'ตาก้อง', 'ทุ่งน้อย', 'มาบแค']",,73,01
472,นครปฐม,,,กำแพงแสน,52,2,,,73,02
473,นครปฐม,,,บางเลน,52,3,,,73,05
474,นครปฐม,,,ดอนตูม,52,3,,,73,04
475,นครปฐม,,,พุทธมณฑล,52,3,,,73,07
476,นครปฐม,,,เมืองนครปฐม,52,4,"['ดอนยายหอม', 'สามควายเผือก', 'ธรรมศาลา', 'ถนนขาด']",,73,01
477,นครปฐม,,,นครชัยศรี,52,4,,,73,03
478,นครปฐม,,,สามพราน,52,4,"['ตลาดจินดา', 'คลองจินดา', 'บางช้าง']",,73,06
479,นครปฐม,,,สามพราน,52,5,,"['ตลาดจินดา', 'คลองจินดา', 'บางช้าง']",73,06
480,พิษณุโลก,5,5,เมืองพิษณุโลก,53,1,"['ในเมือง', 'อรัญญิก', 'วัดจันทร์', 'บ้านคลอง', 'พลายชุมพล', 'ท่าทอง', 'บึงพระ', 'วัดพริก', 'วังน้ำคู้']",,65,01
481,พิษณุโลก,,,พรหมพิราม,53,2,,,65,06
482,พิษณุโลก,,,เมืองพิษณุโลก,53,2,"['ไผ่ขอดอน', 'จอมทอง', 'มะขามสูง', 'ปากโทก', 'บ้านกร่าง', 'หัวรอ', 'สมอแข', 'ดอนทอง', 'บ้านป่า']",,65,01
483,พิษณุโลก,,,วังทอง,53,3,,,65,08
484,พิษณุโลก,,,เนินมะปราง,53,3,,,65,09
485,พิษณุโลก,,,บางระกำ,53,4,,,65,04
486,พิษณุโลก,,,บางกระทุ่ม,53,4,,,65,05
487,พิษณุโลก,,,เมืองพิษณุโลก,53,4,"['งิ้วงาม', 'ท่าโพธิ์']",,65,01
488,พิษณุโลก,,,นครไทย,53,5,,,65,02
489,พิษณุโลก,,,วัดโบสถ์,53,5,,,65,07
490,พิษณุโลก,,,ชาติตระการ,53,5,,,65,03
491,เพชรบูรณ์,5,5,เมืองเพชรบูรณ์,54,1,['เทศบาลเมืองเพชรบูรณ์'],,67,01
492,เพชรบูรณ์,,,เขาค้อ,54,1,,,67,11
493,เพชรบูรณ์,,,หล่มสัก,54,1,"['น้ำชุน', 'บุ่งน้ำเต้า', 'หนองไขว่', 'น้ำก้อ', 'บุ่งคล้า']",,67,03
494,เพชรบูรณ์,,,หล่มเก่า,54,2,,,67,04
495,เพชรบูรณ์,,,น้ำหนาว,54,2,,,67,09
496,เพชรบูรณ์,,,หล่มสัก,54,2,,"['น้ำชุน', 'บุ่งน้ำเต้า', 'หนองไขว่', 'น้ำก้อ', 'บุ่งคล้า']",67,03
497,เพชรบูรณ์,,,ชนแดน,54,3,,,67,02
498,เพชรบูรณ์,,,วังโป่ง,54,3,,,67,10
499,เพชรบูรณ์,,,เมืองเพชรบูรณ์,54,3,"['เทศบาลตำบลวังชมภู', 'วังชมภู', 'ห้วยสะแก', 'นายม', 'บ้านโตก', 'น้ำร้อน', 'ชอนไพร', 'ตะเบาะ', 'นาป่า']",,67,01
500,เพชรบูรณ์,,,บึงสามพัน,54,4,,,67,08
501,เพชรบูรณ์,,,หนองไผ่,54,4,,,67,07
502,เพชรบูรณ์,,,เมืองเพชรบูรณ์,54,4,['ระวิง'],,67,01
503,เพชรบูรณ์,,,วิเชียรบุรี,54,4,['สามแยก'],,67,05
504,เพชรบูรณ์,,,ศรีเทพ,54,5,,,67,06
505,เพชรบูรณ์,,,วิเชียรบุรี,54,5,,['สามแยก'],67,05
506,มหาสารคาม,5,5,เมืองมหาสารคาม,55,1,,,44,01
507,มหาสารคาม,,,แกดำ,55,1,,,44,02
508,มหาสารคาม,,,โกสุมพิสัย,55,1,['แก้งแก'],,44,03
509,มหาสารคาม,,,วาปีปทุม,55,2,,,44,09
510,มหาสารคาม,,,บรบือ,55,2,,"['วังไชย', 'โนนแดง', 'หนองคูขาด', 'โนนราษี']",44,06
511,มหาสารคาม,,,พยัคฆภูมิพิสัย,55,3,,,44,08
512,มหาสารคาม,,,ยางสีสุราช,55,3,,,44,11
513,มหาสารคาม,,,นาดูน,55,3,,,44,10
514,มหาสารคาม,,,นาเชือก,55,3,,"['สำโรง', 'หนองแดง', 'ปอพาน', 'หนองเม็ก', 'หนองเรือ']",44,07
515,มหาสารคาม,,,กุดรัง,55,4,,,44,12
516,มหาสารคาม,,,นาเชือก,55,4,"['สำโรง', 'หนองแดง', 'ปอพาน', 'หนองเม็ก', 'หนองเรือ']",,44,07
517,มหาสารคาม,,,โกสุมพิสัย,55,4,"['หัวขวาง', 'ยางน้อย', 'วังยาว', 'เขวาไร่', 'แพง', 'หนองเหล็ก', 'เหล่า', 'หนองบอน', 'โพนงาม', 'ยางท่าแจ้ง', 'หนองกุงสวรรค์', 'ดอนกลาง']",,44,03
518,มหาสารคาม,,,บรบือ,55,4,"['วังไชย', 'โนนแดง', 'หนองคูขาด', 'โนนราษี']",,44,06
519,มหาสารคาม,,,กันทรวิชัย,55,5,,,44,04
520,มหาสารคาม,,,เชียงยืน,55,5,,,44,05
521,มหาสารคาม,,,ชื่นชม,55,5,,,44,13
522,มหาสารคาม,,,โกสุมพิสัย,55,5,"['หนองบัว', 'แห่ใต้', 'เลิงใต้', 'เขื่อน']",,44,03
523,ราชบุรี,5,5,เมืองราชบุรี,56,1,,"['น้ำพุ', 'ห้วยไผ่', 'ดอนแร่', 'อ่างทอง']",70,01
524,ราชบุรี,,,เมืองราชบุรี,56,2,"['น้ำพุ', 'ห้วยไผ่', 'ดอนแร่', 'อ่างทอง']",,70,01
525,ราชบุรี,,,ปากท่อ,56,2,,,70,08
526,ราชบุรี,,,สวนผึ้ง,56,2,,,70,03
527,ราชบุรี,,,วัดเพลง,56,2,,,70,09
528,ราชบุรี,,,บ้านคา,56,2,,,70,10
529,ราชบุรี,,,โพธาราม,56,3,,"['บ้านฆ้อง', 'บ้านสิงห์', 'ดอนทราย']",70,07
530,ราชบุรี,,,จอมบึง,56,3,,,70,02
531,ราชบุรี,,,บ้านโป่ง,56,4,,,70,05
532,ราชบุรี,,,ดำเนินสะดวก,56,5,,,70,04
533,ราชบุรี,,,บางแพ,56,5,,,70,06
534,ราชบุรี,,,โพธาราม,56,5,"['บ้านฆ้อง', 'บ้านสิงห์', 'ดอนทราย']",,70,07
535,ชัยภูมิ,6,6,เมืองชัยภูมิ,57,1,,,36,01
536,ชัยภูมิ,,,จัตุรัส,57,2,,,36,06
537,ชัยภูมิ,,,เนินสง่า,57,2,,,36,15
538,ชัยภูมิ,,,บ้านเขว้า,57,2,,,36,02
539,ชัยภูมิ,,,หนองบัวระเหว,57,2,,,36,08
540,ชัยภูมิ,,,เทพสถิต,57,3,,,36,09
541,ชัยภูมิ,,,บำเหน็จณรงค์,57,3,,,36,07
542,ชัยภูมิ,,,ภักดีชุมพล,57,3,,,36,14
543,ชัยภูมิ,,,ซับใหญ่,57,3,,,36,16
544,ชัยภูมิ,,,เกษตรสมบูรณ์,57,4,,,36,04
545,ชัยภูมิ,,,หนองบัวแดง,57,4,,,36,05
546,ชัยภูมิ,,,ภูเขียว,57,5,,,36,10
547,ชัยภูมิ,,,คอนสาร,57,5,,,36,13
548,ชัยภูมิ,,,แก้งคร้อ,57,6,,,36,12
549,ชัยภูมิ,,,คอนสวรรค์,57,6,,,36,03
550,ชัยภูมิ,,,บ้านแท่น,57,6,,,36,11
551,นครสวรรค์,6,6,เมืองนครสวรรค์,58,1,"['นครสวรรค์ตก(ในเทศบาลนครนครสวรรค์)', 'นครสวรรค์ออก(ในเทศบาลนครนครสวรรค์)', 'แควใหญ่(ในเทศบาลนครนครสวรรค์)', 'ปากน้ำโพ', 'วัดไทร', 'บางม่วง', 'บ้านมะเกลือ', 'บ้านแก่ง', 'หนองกรด', 'หนองกระโดน', 'บึงเสนาท']",,60,01
552,นครสวรรค์,,,เก้าเลี้ยว,58,1,['มหาโพธิ'],,60,06
553,นครสวรรค์,,,ลาดยาว,58,1,['หนองยาว'],,60,11
554,นครสวรรค์,,,เมืองนครสวรรค์,58,2,,"['นครสวรรค์ตก(ในเทศบาลนครนครสวรรค์)', 'นครสวรรค์ออก(ในเทศบาลนครนครสวรรค์)', 'แควใหญ่(ในเทศบาลนครนครสวรรค์)', 'ปากน้ำโพ', 'วัดไทร', 'บางม่วง', 'บ้านมะเกลือ', 'บ้านแก่ง', 'หนองกรด', 'หนองกระโดน', 'บึงเสนาท']",60,01
555,นครสวรรค์,,,พยุหะคีรี,58,2,,,60,10
556,นครสวรรค์,,,โกรกพระ,58,2,,,60,02
557,นครสวรรค์,,,ชุมแสง,58,2,['ทับกฤชใต้'],,60,03
558,นครสวรรค์,,,บรรพตพิสัย,58,3,,,60,05
559,นครสวรรค์,,,ชุมแสง,58,3,,['ทับกฤชใต้'],60,03
560,นครสวรรค์,,,เก้าเลี้ยว,58,3,,['มหาโพธิ'],60,06
561,นครสวรรค์,,,หนองบัว,58,4,,,60,04
562,นครสวรรค์,,,ไพศาลี,58,4,,"['ตะคร้อ', 'สำโรงชัย', 'โพธิ์ประสาท']",60,09
563,นครสวรรค์,,,ท่าตะโก,58,4,,,60,08
564,นครสวรรค์,,,ตาคลี,58,5,,,60,07
565,นครสวรรค์,,,ตากฟ้า,58,5,,,60,12
566,นครสวรรค์,,,ไพศาลี,58,5,"['ตะคร้อ', 'สำโรงชัย', 'โพธิ์ประสาท']",,60,09
567,นครสวรรค์,,,ลาดยาว,58,6,,['หนองยาว'],60,11
568,นครสวรรค์,,,แม่วงก์,58,6,,,60,13
569,นครสวรรค์,,,แม่เปิน,58,6,,,60,14
570,นครสวรรค์,,,ชุมตาบง,58,6,,,60,15
571,นนทบุรี,6,6,เมืองนนทบุรี,59,1,"['ท่าทราย', 'บางกระสอ', 'บางเขน']",,12,01
572,นนทบุรี,,,ปากเกร็ด,59,1,"['บางพลับ', 'อ้อมเกร็ด', 'เกาะเกร็ด', 'ท่าอิฐ']",,12,06
573,นนทบุรี,,,เมืองนนทบุรี,59,2,,"['ท่าทราย', 'บางกระสอ', 'บางเขน']",12,01
574,นนทบุรี,,,บางกรวย,59,3,,,12,02
575,นนทบุรี,,,บางใหญ่,59,3,"['บ้านใหม่', 'บางแม่นาง', 'บางใหญ่']",,12,03
576,นนทบุรี,,,ปากเกร็ด,59,4,,"['บางพลับ', 'อ้อมเกร็ด', 'เกาะเกร็ด', 'ท่าอิฐ']",12,06
577,นนทบุรี,,,บางบัวทอง,59,5,"['พิมลราช', 'โสนลอย', 'บางรักพัฒนา', 'บางรักใหญ่']",,12,04
578,นนทบุรี,,,บางใหญ่,59,5,,"['บ้านใหม่', 'บางแม่นาง', 'บางใหญ่']",12,03
579,นนทบุรี,,,ไทรน้อย,59,6,,,12,05
580,นนทบุรี,,,บางบัวทอง,59,6,,"['พิมลราช', 'โสนลอย', 'บางรักพัฒนา', 'บางรักใหญ่']",12,04
581,ปทุมธานี,6,6,เมืองปทุมธานี,60,1,"['บางปรอก', 'บ้านฉาง', 'บางขะแยง', 'บางคูวัด', 'บางหลวง', 'บางเดื่อ', 'บ้านใหม่', 'บางกะดี']",,13,01
582,ปทุมธานี,,,ลาดหลุมแก้ว,60,1,,,13,05
583,ปทุมธานี,,,เมืองปทุมธานี,60,2,,"['บางปรอก', 'บ้านฉาง', 'บางขะแยง', 'บางคูวัด', 'บางหลวง', 'บางเดื่อ', 'บ้านใหม่', 'บางกะดี']",13,01
584,ปทุมธานี,,,สามโคก,60,2,,,13,07
585,ปทุมธานี,,,คลองหลวง,60,2,['เทศบาลเมืองคลองหลวง'],,13,02
586,ปทุมธานี,,,คลองหลวง,60,3,['เทศบาลเมืองท่าโขลงคลองสาม'],,13,02
587,ปทุมธานี,,,ธัญบุรี,60,4,['ประชาธิปัตย์'],,13,03
588,ปทุมธานี,,,ลำลูกกา,60,4,['คูคต'],,13,06
589,ปทุมธานี,,,ธัญบุรี,60,5,['บึงยี่โถ'],,13,03
590,ปทุมธานี,,,ลำลูกกา,60,5,,['คูคต'],13,06
591,ปทุมธานี,,,คลองหลวง,60,6,"['คลองห้า', 'คลองหก', 'คลองเจ็ด']",,13,02
592,ปทุมธานี,,,หนองเสือ,60,6,,,13,04
593,ปทุมธานี,,,ธัญบุรี,60,6,"['รังสิต', 'ลำผักกูด', 'บึงสนั่น', 'บึงน้ำรักษ์']",,13,03
594,สกลนคร,6,6,เมืองสกลนคร,61,1,,,47,01
595,สกลนคร,,,กุสุมาลย์,61,2,,,47,02
596,สกลนคร,,,โพนนาแก้ว,61,2,,,47,17
597,สกลนคร,,,โคกศรีสุพรรณ,61,2,,,47,15
598,สกลนคร,,,เต่างอย,61,2,,,47,14
599,สกลนคร,,,ภูพาน,61,2,,,47,18
600,สกลนคร,,,พังโคน,61,3,,,47,05
601,สกลนคร,,,วาริชภูมิ,61,3,,,47,06
602,สกลนคร,,,ส่องดาว,61,3,,,47,13
603,สกลนคร,,,นิคมน้ำอูน,61,3,,,47,07
604,สกลนคร,,,กุดบาก,61,3,,,47,03
605,สกลนคร,,,สว่างแดนดิน,61,4,,,47,12
606,สกลนคร,,,เจริญศิลป์,61,4,,,47,16
607,สกลนคร,,,วานรนิวาส,61,5,,,47,08
608,สกลนคร,,,บ้านม่วง,61,5,,,47,10
609,สกลนคร,,,พรรณานิคม,61,6,,,47,04
610,สกลนคร,,,อากาศอำนวย,61,6,,,47,11
611,สกลนคร,,,คำตากล้า,61,6,,,47,09
612,สุราษฎร์ธานี,6,6,เมืองสุราษฎร์ธานี,62,1,,,84,01
613,สุราษฎร์ธานี,,,กาญจนดิษฐ์,62,2,,"['ทุ่งรัง', 'ช้างซ้าย', 'ช้างขวา', 'ป่าร่อน', 'คลองสระ']",84,02
614,สุราษฎร์ธานี,,,ดอนสัก,62,2,,,84,03
615,สุราษฎร์ธานี,,,เกาะสมุย,62,2,,,84,04
616,สุราษฎร์ธานี,,,เกาะพะงัน,62,2,,,84,05
617,สุราษฎร์ธานี,,,กาญจนดิษฐ์,62,3,"['ทุ่งรัง', 'ช้างซ้าย', 'ช้างขวา', 'ป่าร่อน', 'คลองสระ']",,84,02
618,สุราษฎร์ธานี,,,บ้านนาสาร,62,3,,,84,12
619,สุราษฎร์ธานี,,,เวียงสระ,62,3,,,84,15
620,สุราษฎร์ธานี,,,พุนพิน,62,4,,,84,17
621,สุราษฎร์ธานี,,,บ้านนาเดิม,62,4,,,84,13
622,สุราษฎร์ธานี,,,คีรีรัฐนิคม,62,4,,"['ท่าขนอน', 'น้ำหัก', 'บ้านยาง']",84,08
623,สุราษฎร์ธานี,,,เคียนซา,62,4,,['บ้านเสด็จ'],84,14
624,สุราษฎร์ธานี,,,พระแสง,62,5,,,84,16
625,สุราษฎร์ธานี,,,ชัยบุรี,62,5,,,84,18
626,สุราษฎร์ธานี,,,พนม,62,5,,,84,10
627,สุราษฎร์ธานี,,,บ้านตาขุน,62,5,,,84,09
628,สุราษฎร์ธานี,,,เคียนซา,62,5,['บ้านเสด็จ'],,84,14
629,สุราษฎร์ธานี,,,ไชยา,62,6,,,84,06
630,สุราษฎร์ธานี,,,ท่าชนะ,62,6,,,84,07
631,สุราษฎร์ธานี,,,ท่าฉาง,62,6,,,84,11
632,สุราษฎร์ธานี,,,วิภาวดี,62,6,,,84,19
633,สุราษฎร์ธานี,,,คีรีรัฐนิคม,62,6,"['ท่าขนอน', 'น้ำหัก', 'บ้านยาง']",,84,08
634,เชียงราย,7,7,เมืองเชียงราย,63,1,,"['ท่าสาย', 'สันทราย', 'ป่าอ้อดอนชัย', 'ห้วยสัก', 'ดอยลาน']",57,01
635,เชียงราย,,,แม่ลาว,63,2,,,57,16
636,เชียงราย,,,แม่สรวย,63,2,,,57,10
637,เชียงราย,,,เวียงป่าเป้า,63,2,,,57,11
638,เชียงราย,,,พาน,63,3,,,57,05
639,เชียงราย,,,เมืองเชียงราย,63,3,"['ท่าสาย', 'สันทราย', 'ป่าอ้อดอนชัย', 'ห้วยสัก', 'ดอยลาน']",,57,01
640,เชียงราย,,,เทิง,63,4,,,57,04
641,เชียงราย,,,ป่าแดด,63,4,,,57,06
642,เชียงราย,,,เวียงชัย,63,4,,,57,02
643,เชียงราย,,,เวียงเชียงรุ้ง,63,4,,,57,17
644,เชียงราย,,,เชียงของ,63,5,,,57,03
645,เชียงราย,,,เวียงแก่น,63,5,,,57,13
646,เชียงราย,,,ขุนตาล,63,5,,,57,14
647,เชียงราย,,,พญาเม็งราย,63,5,,,57,12
648,เชียงราย,,,เชียงแสน,63,5,['แม่เงิน'],,57,08
649,เชียงราย,,,แม่สาย,63,6,,,57,09
650,เชียงราย,,,เชียงแสน,63,6,,['แม่เงิน'],57,08
651,เชียงราย,,,ดอยหลวง,63,6,,,57,18
652,เชียงราย,,,แม่จัน,63,7,,,57,07
653,เชียงราย,,,แม่ฟ้าหลวง,63,7,,,57,15
654,ร้อยเอ็ด,7,7,เมืองร้อยเอ็ด,64,1,,,45,01
655,ร้อยเอ็ด,,,ศรีสมเด็จ,64,1,,,45,16
656,ร้อยเอ็ด,,,โพธิ์ชัย,64,2,,,45,08
657,ร้อยเอ็ด,,,จังหาร,64,2,,,45,17
658,ร้อยเอ็ด,,,เชียงขวัญ,64,2,,,45,18
659,ร้อยเอ็ด,,,ธวัชบุรี,64,2,"['ธวัชบุรี', 'นิเวศน์', 'หนองพอก', 'มะอึ', 'อุ่มเม้า', 'หนองไผ่', 'ไพศาล', 'ธงธานี', 'บึงนคร']",,45,05
660,ร้อยเอ็ด,,,โพนทอง,64,3,,,45,07
661,ร้อยเอ็ด,,,เมยวดี,64,3,,,45,15
662,ร้อยเอ็ด,,,หนองพอก,64,3,"['หนองพอก', 'ภูเขาทอง', 'บึงงาม', 'ผาน้ำย้อย', 'โคกสว่าง', 'กกโพธิ์', 'รอบเมือง']",,45,09
663,ร้อยเอ็ด,,,เสลภูมิ,64,4,,,45,10
664,ร้อยเอ็ด,,,ทุ่งเขาหลวง,64,4,,,45,20
665,ร้อยเอ็ด,,,ธวัชบุรี,64,4,,"['ธวัชบุรี', 'นิเวศน์', 'หนองพอก', 'มะอึ', 'อุ่มเม้า', 'หนองไผ่', 'ไพศาล', 'ธงธานี', 'บึงนคร']",45,05
666,ร้อยเอ็ด,,,หนองพอก,64,4,,"['หนองพอก', 'ภูเขาทอง', 'บึงงาม', 'ผาน้ำย้อย', 'โคกสว่าง', 'กกโพธิ์', 'รอบเมือง']",45,09
667,ร้อยเอ็ด,,,อาจสามารถ,64,4,"['บ้านแจ้ง', 'โพนเมือง']",,45,14
668,ร้อยเอ็ด,,,พนมไพร,64,5,,,45,06
669,ร้อยเอ็ด,,,หนองฮี,64,5,,,45,19
670,ร้อยเอ็ด,,,โพนทราย,64,5,,,45,13
671,ร้อยเอ็ด,,,อาจสามารถ,64,5,,"['บ้านแจ้ง', 'โพนเมือง']",45,14
672,ร้อยเอ็ด,,,สุวรรณภูมิ,64,6,,,45,11
673,ร้อยเอ็ด,,,เมืองสรวง,64,6,,,45,12
674,ร้อยเอ็ด,,,จตุรพักตรพิมาน,64,6,"['หัวช้าง', 'ดงแดง', 'ดงกลาง', 'ป่าสังข์', 'น้ำใส', 'ศรีโคตร']",,45,04
675,ร้อยเอ็ด,,,เกษตรวิสัย,64,7,,,45,02
676,ร้อยเอ็ด,,,ปทุมรัตต์,64,7,,,45,03
677,ร้อยเอ็ด,,,จตุรพักตรพิมาน,64,7,,"['หัวช้าง', 'ดงแดง', 'ดงกลาง', 'ป่าสังข์', 'น้ำใส', 'ศรีโคตร']",45,04
678,สมุทรปราการ,7,7,เมืองสมุทรปราการ,65,1,"['บางโปรง', 'บางด้วน', 'บางเมือง', 'ท้ายบ้าน', 'ปากน้ำ']",,11,01
679,สมุทรปราการ,,,เมืองสมุทรปราการ,65,2,"['บางปู', 'บางปูใหม่', 'แพรกษา', 'แพรกษาใหม่', 'ท้ายบ้านใหม่']",,11,01
680,สมุทรปราการ,,,เมืองสมุทรปราการ,65,3,"['เทพารักษ์', 'สำโรงเหนือ', 'บางเมืองใหม่']",,11,01
681,สมุทรปราการ,,,บางพลี,65,4,,"['หนองปรือ', 'ราชาเทวะ']",11,03
682,สมุทรปราการ,,,บางบ่อ,65,5,,,11,02
683,สมุทรปราการ,,,บางเสาธง,65,5,,,11,06
684,สมุทรปราการ,,,บางพลี,65,5,"['หนองปรือ', 'ราชาเทวะ']",,11,03
685,สมุทรปราการ,,,พระประแดง,65,6,,['บางจาก'],11,04
686,สมุทรปราการ,,,พระสมุทรเจดีย์,65,7,,,11,05
687,สมุทรปราการ,,,พระประแดง,65,7,['บางจาก'],,11,04
