,จังหวัด,จำนวนสมาชิกสภาผู้แทนราษฎร,จำนวนเขตเลือกตั้ง,ท้องที่ที่ประกอบเป็นเขตเลือกตั้ง,ลำดับที่,เขตเลือกตั้งที่,interior,exterior,p_code,a_code
688,สุรินทร์,7,7,เมืองสุรินทร์,66,1,"['เทนมีย์', 'ตระแสง', 'อ็อง', 'สวาย', 'นาบัว', 'เฉนียง', 'คอโค', 'นอกเมือง', 'สำโรง']",,32,01
689,สุรินทร์,,,ลำดวน,66,1,,['ตรำดม'],32,11
690,สุรินทร์,,,ปราสาท,66,1,"['บ้านไทร', 'ทมอ', 'ไพล', 'โคกยาง', 'เชื้อเพลิง', 'ทุ่งมน', 'สมุด', 'ปะทัดบุ']",,32,05
691,สุรินทร์,,,เขวาสินรินทร์,66,2,,,32,16
692,สุรินทร์,,,เมืองสุรินทร์,66,2,,"['เทนมีย์', 'ตระแสง', 'อ็อง', 'สวาย', 'นาบัว', 'เฉนียง', 'คอโค', 'นอกเมือง', 'สำโรง']",32,01
693,สุรินทร์,,,ศีขรภูมิ,66,2,"['ช่างปี่', 'จารพัตร']",,32,09
694,สุรินทร์,,,จอมพระ,66,3,,,32,04
695,สุรินทร์,,,สนม,66,3,"['สนม', 'หนองระฆัง', 'นานวน', 'แคน', 'หนองอียอ']",,32,08
696,สุรินทร์,,,โนนนารายณ์,66,3,,,32,17
697,สุรินทร์,,,ท่าตูม,66,3,"['เมืองแก', 'บะ', 'หนองเมธี', 'บัวโคก', 'กระโพ']",,32,03
698,สุรินทร์,,,รัตนบุรี,66,3,"['หนองบัวบาน', 'เบิด', 'ยางสว่าง']",,32,07
699,สุรินทร์,,,ชุมพลบุรี,66,4,,,32,02
700,สุรินทร์,,,ท่าตูม,66,4,,"['เมืองแก', 'บะ', 'หนองเมธี', 'บัวโคก', 'กระโพ']",32,03
701,สุรินทร์,,,รัตนบุรี,66,4,,"['หนองบัวบาน', 'เบิด', 'ยางสว่าง']",32,07
702,สุรินทร์,,,สนม,66,4,['โพนโก'],,32,08
703,สุรินทร์,,,สำโรงทาบ,66,5,,,32,12
704,สุรินทร์,,,ศีขรภูมิ,66,5,,"['ช่างปี่', 'จารพัตร']",32,09
705,สุรินทร์,,,ศรีณรงค์,66,5,"['ตรวจ', 'แจนแวน']",,32,15
706,สุรินทร์,,,ลำดวน,66,5,['ตรำดม'],,32,11
707,สุรินทร์,,,สนม,66,5,['หัวงัว'],,32,08
708,สุรินทร์,,,บัวเชด,66,6,,,32,13
709,สุรินทร์,,,สังขะ,66,6,,,32,10
710,สุรินทร์,,,ศรีณรงค์,66,6,,"['ตรวจ', 'แจนแวน']",32,15
711,สุรินทร์,,,กาบเชิง,66,7,,,32,06
712,สุรินทร์,,,พนมดงรัก,66,7,,,32,14
713,สุรินทร์,,,ปราสาท,66,7,,"['บ้านไทร', 'ทมอ', 'ไพล', 'โคกยาง', 'เชื้อเพลิง', 'ทุ่งมน', 'สมุด', 'ปะทัดบุ']",32,05
714,ชลบุรี,8,8,เมืองชลบุรี,67,1,,"['บางปลาสร้อย', 'มะขามหย่ง', 'บ้านโขด', 'บางทราย', 'หนองไม้แดง', 'คลองตำหรุ', 'ดอนหัวฬ่อ', 'บ้านสวน']",20,01
715,ชลบุรี,,,เมืองชลบุรี,67,2,"['บางปลาสร้อย', 'มะขามหย่ง', 'บ้านโขด', 'บางทราย', 'หนองไม้แดง', 'คลองตำหรุ', 'ดอนหัวฬ่อ', 'บ้านสวน']",,20,01
716,ชลบุรี,,,พานทอง,67,2,,"['มาบโป่ง', 'หนองหงษ์']",20,05
717,ชลบุรี,,,พนัสนิคม,67,3,,,20,06
718,ชลบุรี,,,เกาะจันทร์,67,3,,,20,11
719,ชลบุรี,,,พานทอง,67,3,"['มาบโป่ง', 'หนองหงษ์']",,20,05
720,ชลบุรี,,,บ้านบึง,67,4,,,20,02
721,ชลบุรี,,,บ่อทอง,67,4,,,20,10
722,ชลบุรี,,,หนองใหญ่,67,4,,,20,03
723,ชลบุรี,,,ศรีราชา,67,5,,"['ทุ่งสุขลา', 'บึง']",20,07
724,ชลบุรี,,,เกาะสีชัง,67,5,,,20,08
725,ชลบุรี,,,ศรีราชา,67,6,"['ทุ่งสุขลา', 'บึง']",,20,07
726,ชลบุรี,,,บางละมุง,67,6,,"['หนองปรือ', 'โป่ง', 'ห้วยใหญ่', 'เขาไม้แก้ว']",20,04
727,ชลบุรี,,,บางละมุง,67,7,"['หนองปรือ', 'โป่ง', 'ห้วยใหญ่', 'เขาไม้แก้ว']",,20,04
728,ชลบุรี,,,สัตหีบ,67,8,,,20,09
729,นครศรีธรรมราช,8,8,เมืองนครศรีธรรมราช,68,1,"['ท่าไร่', 'ปากนคร', 'บางจาก', 'ไชยมนตรี', 'มะม่วงสองต้น', 'โพธิ์เสด็จ', 'ท่าเรือ', 'ท่าซัก', 'เทศบาลนครนครศรีธรรมราช']",,80,01
730,นครศรีธรรมราช,,,ปากพนัง,68,2,,,80,12
731,นครศรีธรรมราช,,,เชียรใหญ่,68,2,,,80,06
732,นครศรีธรรมราช,,,หัวไทร,68,2,,,80,16
733,นครศรีธรรมราช,,,พระพรหม,68,3,,,80,20
734,นครศรีธรรมราช,,,เฉลิมพระเกียรติ,68,3,,,80,23
735,นครศรีธรรมราช,,,ชะอวด,68,3,,,80,07
736,นครศรีธรรมราช,,,จุฬาภรณ์,68,3,,,80,19
737,นครศรีธรรมราช,,,ทุ่งสง,68,4,,,80,09
738,นครศรีธรรมราช,,,บางขัน,68,4,,,80,17
739,นครศรีธรรมราช,,,ทุ่งใหญ่,68,5,,,80,11
740,นครศรีธรรมราช,,,ถ้ำพรรณรา,68,5,,,80,18
741,นครศรีธรรมราช,,,ฉวาง,68,5,,,80,04
742,นครศรีธรรมราช,,,พิปูน,68,5,,,80,05
743,นครศรีธรรมราช,,,ร่อนพิบูลย์,68,6,,,80,13
744,นครศรีธรรมราช,,,ลานสกา,68,6,,,80,03
745,นครศรีธรรมราช,,,ช้างกลาง,68,6,,,80,22
746,นครศรีธรรมราช,,,นาบอน,68,6,,,80,10
747,นครศรีธรรมราช,,,เมืองนครศรีธรรมราช,68,7,,"['ท่าไร่', 'ปากนคร', 'บางจาก', 'ไชยมนตรี', 'มะม่วงสองต้น', 'โพธิ์เสด็จ', 'ท่าเรือ', 'ท่าซัก', 'เทศบาลนครนครศรีธรรมราช']",80,01
748,นครศรีธรรมราช,,,ท่าศาลา,68,7,,,80,08
749,นครศรีธรรมราช,,,สิชล,68,8,,,80,14
750,นครศรีธรรมราช,,,ขนอม,68,8,,,80,15
751,นครศรีธรรมราช,,,นบพิตำ,68,8,,,80,21
752,นครศรีธรรมราช,,,พรหมคีรี,68,8,,,80,02
753,บุรีรัมย์,8,8,เมืองบุรีรัมย์,69,1,,"['บัวทอง', 'ถลุงเหล็ก', 'กลันทา']",31,01
754,บุรีรัมย์,,,สตึก,69,2,,,31,11
755,บุรีรัมย์,,,บ้านด่าน,69,2,,,31,21
756,บุรีรัมย์,,,แคนดง,69,2,,,31,22
757,บุรีรัมย์,,,เมืองบุรีรัมย์,69,2,"['บัวทอง', 'ถลุงเหล็ก', 'กลันทา']",,31,01
758,บุรีรัมย์,,,คูเมือง,69,3,,,31,02
759,บุรีรัมย์,,,พุทไธสง,69,3,,,31,09
760,บุรีรัมย์,,,นาโพธิ์,69,3,,,31,13
761,บุรีรัมย์,,,บ้านใหม่ไชยพจน์,69,3,,,31,19
762,บุรีรัมย์,,,ลำปลายมาศ,69,3,"['โคกสะอาด', 'เมืองแฝก']",,31,10
763,บุรีรัมย์,,,หนองหงส์,69,4,,,31,14
764,บุรีรัมย์,,,ชำนิ,69,4,,,31,18
765,บุรีรัมย์,,,ลำปลายมาศ,69,4,,"['โคกสะอาด', 'เมืองแฝก']",31,10
766,บุรีรัมย์,,,กระสัง,69,5,,,31,03
767,บุรีรัมย์,,,พลับพลาชัย,69,5,,,31,15
768,บุรีรัมย์,,,ห้วยราช,69,5,,,31,16
769,บุรีรัมย์,,,ประโคนชัย,69,5,['ไพศาล'],,31,07
770,บุรีรัมย์,,,หนองกี่,69,6,,,31,05
771,บุรีรัมย์,,,โนนสุวรรณ,69,6,,,31,17
772,บุรีรัมย์,,,นางรอง,69,6,,"['ทรัพย์พระยา', 'ชุมแสง']",31,04
773,บุรีรัมย์,,,บ้านกรวด,69,7,,,31,08
774,บุรีรัมย์,,,ประโคนชัย,69,7,,['ไพศาล'],31,07
775,บุรีรัมย์,,,ละหานทราย,69,8,,,31,06
776,บุรีรัมย์,,,ปะคำ,69,8,,,31,12
777,บุรีรัมย์,,,โนนดินแดง,69,8,,,31,20
778,บุรีรัมย์,,,เฉลิมพระเกียรติ,69,8,,,31,23
779,บุรีรัมย์,,,นางรอง,69,8,"['ทรัพย์พระยา', 'ชุมแสง']",,31,04
780,ศรีสะเกษ,8,8,เมืองศรีสะเกษ,70,1,,,33,01
781,ศรีสะเกษ,,,วังหิน,70,1,,,33,16
782,ศรีสะเกษ,,,กันทรารมย์,70,2,,,33,03
783,ศรีสะเกษ,,,โนนคูณ,70,2,,,33,13
784,ศรีสะเกษ,,,น้ำเกลี้ยง,70,2,,,33,15
785,ศรีสะเกษ,,,กันทรลักษ์,70,3,['ภูเงิน'],,33,04
786,ศรีสะเกษ,,,เบญจลักษ์,70,3,,,33,19
787,ศรีสะเกษ,,,ศรีรัตนะ,70,3,,,33,14
788,ศรีสะเกษ,,,พยุห์,70,3,,,33,20
789,ศรีสะเกษ,,,ไพรบึง,70,3,,,33,06
790,ศรีสะเกษ,,,กันทรลักษ์,70,4,,['ภูเงิน'],33,04
791,ศรีสะเกษ,,,ขุนหาญ,70,5,,,33,08
792,ศรีสะเกษ,,,ภูสิงห์,70,5,,,33,17
793,ศรีสะเกษ,,,ขุขันธ์,70,5,"['ปรือใหญ่', 'นิคมพัฒนา', 'ศรีตระกูล', 'ตาอุด']",,33,05
794,ศรีสะเกษ,,,ขุขันธ์,70,6,,"['ปรือใหญ่', 'นิคมพัฒนา', 'ศรีตระกูล', 'ตาอุด']",33,05
795,ศรีสะเกษ,,,ปรางค์กู่,70,6,,"['สำโรงปราสาท', 'ตูม']",33,07
796,ศรีสะเกษ,,,อุทุมพรพิสัย,70,7,,,33,10
797,ศรีสะเกษ,,,ห้วยทับทัน,70,7,,,33,12
798,ศรีสะเกษ,,,ปรางค์กู่,70,7,"['สำโรงปราสาท', 'ตูม']",,33,07
799,ศรีสะเกษ,,,เมืองจันทร์,70,7,,,33,18
800,ศรีสะเกษ,,,ราษีไศล,70,8,,,33,09
801,ศรีสะเกษ,,,ยางชุมน้อย,70,8,,,33,02
802,ศรีสะเกษ,,,ศิลาลาด,70,8,,,33,22
803,ศรีสะเกษ,,,บึงบูรพ์,70,8,,,33,11
804,ศรีสะเกษ,,,โพธิ์ศรีสุวรรณ,70,8,,,33,21
805,สงขลา,8,8,เมืองสงขลา,71,1,,,90,01
806,สงขลา,,,หาดใหญ่,71,2,"['หาดใหญ่', 'คลองแห', 'คลองอู่ตะเภา']",,90,11
807,สงขลา,,,หาดใหญ่,71,3,"['คูเต่า', 'ฉลุง', 'ทุ่งใหญ่', 'ท่าข้าม', 'น้ำน้อย', 'ควนลัง', 'ทุ่งตำเสา', 'คอหงส์']",,90,11
808,สงขลา,,,นาหม่อม,71,3,,,90,12
809,สงขลา,,,ระโนด,71,4,,,90,07
810,สงขลา,,,กระแสสินธุ์,71,4,,,90,08
811,สงขลา,,,สทิงพระ,71,4,,,90,02
812,สงขลา,,,สิงหนคร,71,4,,"['ปากรอ', 'ป่าขาด', 'ทำนบ', 'ชิงโค', 'หัวเขา', 'สทิงหม้อ']",90,15
813,สงขลา,,,สิงหนคร,71,5,"['ปากรอ', 'ป่าขาด', 'ทำนบ', 'ชิงโค', 'หัวเขา', 'สทิงหม้อ']",,90,15
814,สงขลา,,,ควนเนียง,71,5,,,90,13
815,สงขลา,,,บางกล่ำ,71,5,,,90,14
816,สงขลา,,,รัตภูมิ,71,5,,,90,09
817,สงขลา,,,หาดใหญ่,71,6,"['พะตง', 'บ้านไร่', 'บ้านพรุ']",,90,11
818,สงขลา,,,คลองหอยโข่ง,71,6,,,90,16
819,สงขลา,,,สะเดา,71,6,,"['สำนักแต้ว', 'สำนักขาม']",90,10
820,สงขลา,,,นาทวี,71,7,,,90,04
821,สงขลา,,,สะบ้าย้อย,71,7,,,90,06
822,สงขลา,,,สะเดา,71,7,"['สำนักแต้ว', 'สำนักขาม']",,90,10
823,สงขลา,,,จะนะ,71,8,,,90,03
824,สงขลา,,,เทพา,71,8,,,90,05
825,อุดรธานี,8,8,เมืองอุดรธานี,72,1,"['เทศบาลนครอุดรธานี', 'เทศบาลเมืองหนองสำโรง', 'เทศบาลตำบลหนองบัว', 'นาดี']",,41,01
826,อุดรธานี,,,เพ็ญ,72,2,,,41,19
827,อุดรธานี,,,เมืองอุดรธานี,72,2,"['บ้านขาว', 'นาข่า', 'นากว้าง', 'กุดสระ', 'หนองบัว', 'สามพร้าว', 'หมูม่น', 'เทศบาลตำบลนาข่า']",,41,01
828,อุดรธานี,,,พิบูลย์รักษ์,72,2,,['นาทราย'],41,23
829,อุดรธานี,,,บ้านดุง,72,3,,,41,11
830,อุดรธานี,,,ทุ่งฝน,72,3,,,41,07
831,อุดรธานี,,,สร้างคอม,72,3,,,41,20
832,อุดรธานี,,,พิบูลย์รักษ์,72,3,['นาทราย'],,41,23
833,อุดรธานี,,,หนองหาน,72,4,,,41,06
834,อุดรธานี,,,ประจักษ์ศิลปาคม,72,4,,,41,25
835,อุดรธานี,,,เมืองอุดรธานี,72,4,"['โนนสูง', 'หนองนาคำ', 'เทศบาลตำบลหนองไผ่', 'เทศบาลตำบล', 'หนองขอนกว้าง', 'เทศบาลเมืองโนนสูง-น้ำคำ']",,41,01
836,อุดรธานี,,,วังสามหมอ,72,5,,,41,10
837,อุดรธานี,,,ศรีธาตุ,72,5,,,41,09
838,อุดรธานี,,,ไชยวาน,72,5,,,41,08
839,อุดรธานี,,,กู่แก้ว,72,5,,,41,24
840,อุดรธานี,,,กุมภวาปี,72,5,"['สีออ', 'เทศบาลตำบลเวียงคำ', 'ท่าลี่']",,41,04
841,อุดรธานี,,,หนองแสง,72,6,,,41,21
842,อุดรธานี,,,โนนสะอาด,72,6,,,41,05
843,อุดรธานี,,,กุมภวาปี,72,6,,"['สีออ', 'เทศบาลตำบลเวียงคำ', 'ท่าลี่']",41,04
844,อุดรธานี,,,เมืองอุดรธานี,72,6,"['บ้านจั่น', 'เทศบาลตำบลบ้านจั่น', 'บ้านตาด']",,41,01
845,อุดรธานี,,,กุดจับ,72,7,,,41,02
846,อุดรธานี,,,หนองวัวซอ,72,7,,,41,03
847,อุดรธานี,,,เมืองอุดรธานี,72,7,"['หนองไฮ', 'โคกสะอาด', 'นิคมสงเคราะห์', 'เชียงพิณ', 'เชียงยืน', 'บ้านเลื่อม', 'เทศบาลตำบล', 'นิคมสงเคราะห์']",,41,01
848,อุดรธานี,,,บ้านผือ,72,8,,,41,17
849,อุดรธานี,,,น้ำโสม,72,8,,,41,18
850,อุดรธานี,,,นายูง,72,8,,,41,22
851,เชียงใหม่,9,9,เมืองเชียงใหม่,73,1,,,50,01
852,เชียงใหม่,,,สารภี,73,2,,,50,19
853,เชียงใหม่,,,หางดง,73,2,,,50,15
854,เชียงใหม่,,,สันกำแพง,73,3,,,50,13
855,เชียงใหม่,,,ดอยสะเก็ด,73,3,,,50,05
856,เชียงใหม่,,,แม่ออน,73,3,,,50,23
857,เชียงใหม่,,,สันทราย,73,4,,,50,14
858,เชียงใหม่,,,พร้าว,73,4,,,50,11
859,เชียงใหม่,,,แม่แตง,73,4,['แม่หอพระ'],,50,06
860,เชียงใหม่,,,แม่ริม,73,5,,,50,07
861,เชียงใหม่,,,สะเมิง,73,5,,,50,08
862,เชียงใหม่,,,กัลยาณิวัฒนา,73,5,,,50,25
863,เชียงใหม่,,,แม่แตง,73,5,,['แม่หอพระ'],50,06
864,เชียงใหม่,,,ไชยปราการ,73,6,,,50,21
865,เชียงใหม่,,,เชียงดาว,73,6,,,50,04
866,เชียงใหม่,,,เวียงแหง,73,6,,,50,20
867,เชียงใหม่,,,ฝาง,73,7,,,50,09
868,เชียงใหม่,,,แม่อาย,73,7,,,50,10
869,เชียงใหม่,,,สันป่าตอง,73,8,,,50,12
870,เชียงใหม่,,,จอมทอง,73,8,,,50,02
871,เชียงใหม่,,,แม่วาง,73,8,,,50,22
872,เชียงใหม่,,,ดอยหล่อ,73,8,,,50,24
873,เชียงใหม่,,,ฮอด,73,9,,,50,16
874,เชียงใหม่,,,แม่แจ่ม,73,9,,,50,03
875,เชียงใหม่,,,อมก๋อย,73,9,,,50,18
876,เชียงใหม่,,,ดอยเต่า,73,9,,,50,17
877,ขอนแก่น,10,10,เมืองขอนแก่น,74,1,"['ในเมือง', 'เมืองเก่า', 'บ้านเป็ด']",,40,01
878,ขอนแก่น,,,ซำสูง,74,2,,,40,21
879,ขอนแก่น,,,เมืองขอนแก่น,74,2,"['ศิลา', 'บ้านทุ่ม', 'พระลับ', 'หนองตูม', 'ท่าพระ', 'บึงเนียม', 'โคกสี', 'บ้านหว้า', 'ดอนช้าง', 'ดอนหัน', 'แดงใหญ่']",,40,01
880,ขอนแก่น,,,กระนวน,74,3,,,40,09
881,ขอนแก่น,,,น้ำพอง,74,3,,,40,07
882,ขอนแก่น,,,เขาสวนกวาง,74,4,,,40,19
883,ขอนแก่น,,,อุบลรัตน์,74,4,,,40,08
884,ขอนแก่น,,,บ้านฝาง,74,4,,,40,02
885,ขอนแก่น,,,เมืองขอนแก่น,74,4,"['บ้านค้อ', 'สำราญ', 'โนนท่อน', 'สาวะถี']",,40,01
886,ขอนแก่น,,,หนองนาคำ,74,5,,,40,23
887,ขอนแก่น,,,ภูเวียง,74,5,,,40,16
888,ขอนแก่น,,,เวียงเก่า,74,5,,,40,29
889,ขอนแก่น,,,สีชมพู,74,5,,"['นาจาน', 'ซำยาง', 'ภูห่าน', 'หนองแดง']",40,06
890,ขอนแก่น,,,ชุมแพ,74,6,,,40,05
891,ขอนแก่น,,,ภูผาม่าน,74,6,,,40,20
892,ขอนแก่น,,,สีชมพู,74,6,"['นาจาน', 'ซำยาง', 'ภูห่าน', 'หนองแดง']",,40,06
893,ขอนแก่น,,,หนองเรือ,74,7,,,40,04
894,ขอนแก่น,,,มัญจาคีรี,74,7,,,40,17
895,ขอนแก่น,,,พล,74,8,,,40,12
896,ขอนแก่น,,,แวงน้อย,74,8,,,40,14
897,ขอนแก่น,,,แวงใหญ่,74,8,,,40,13
898,ขอนแก่น,,,โคกโพธิ์ไชย,74,8,,,40,22
899,ขอนแก่น,,,หนองสองห้อง,74,9,,,40,15
900,ขอนแก่น,,,โนนศิลา,74,9,,,40,25
901,ขอนแก่น,,,ชนบท,74,9,,,40,18
902,ขอนแก่น,,,เปือยน้อย,74,9,,,40,11
903,ขอนแก่น,,,บ้านไผ่,74,10,,,40,10
904,ขอนแก่น,,,บ้านแฮด,74,10,,,40,24
905,ขอนแก่น,,,พระยืน,74,10,,,40,03
906,อุบลราชธานี,10,10,เมืองอุบลราชธานี,75,1,,"['กระโสบ', 'กุดลาด']",34,01
907,อุบลราชธานี,,,เขื่องใน,75,2,,,34,04
908,อุบลราชธานี,,,ม่วงสามสิบ,75,2,,,34,14
909,อุบลราชธานี,,,วารินชำราบ,75,3,,,34,15
910,อุบลราชธานี,,,นาเยีย,75,3,,,34,29
911,อุบลราชธานี,,,เดชอุดม,75,4,,['ทุ่งเทิง'],34,07
912,อุบลราชธานี,,,ตระการพืชผล,75,5,,,34,11
913,อุบลราชธานี,,,กุดข้าวปุ้น,75,5,,,34,12
914,อุบลราชธานี,,,เหล่าเสือโก้ก,75,5,,,34,31
915,อุบลราชธานี,,,เขมราฐ,75,6,,,34,05
916,อุบลราชธานี,,,โพธิ์ไทร,75,6,,,34,21
917,อุบลราชธานี,,,นาตาล,75,6,,,34,30
918,อุบลราชธานี,,,ศรีเมืองใหม่,75,6,"['นาเลิน', 'หนามแท่ง']",,34,02
919,อุบลราชธานี,,,ศรีเมืองใหม่,75,7,,"['นาเลิน', 'หนามแท่ง']",34,02
920,อุบลราชธานี,,,โขงเจียม,75,7,,,34,03
921,อุบลราชธานี,,,ตาลสุม,75,7,,,34,20
922,อุบลราชธานี,,,ดอนมดแดง,75,7,,,34,24
923,อุบลราชธานี,,,เมืองอุบลราชธานี,75,7,"['กระโสบ', 'กุดลาด']",,34,01
924,อุบลราชธานี,,,พิบูลมังสาหาร,75,8,,,34,19
925,อุบลราชธานี,,,สว่างวีระวงศ์,75,8,,,34,32
926,อุบลราชธานี,,,สิรินธร,75,8,"['ฝางคำ', 'คันไร่', 'นิคมสร้างตนเอง', 'ลำโดมน้อย']",,34,25
927,อุบลราชธานี,,,บุณฑริก,75,9,,,34,10
928,อุบลราชธานี,,,นาจะหลวย,75,9,,,34,08
929,อุบลราชธานี,,,สิรินธร,75,9,,"['ฝางคำ', 'คันไร่', 'นิคมสร้างตนเอง', 'ลำโดมน้อย']",34,25
930,อุบลราชธานี,,,น้ำยืน,75,10,,,34,09
931,อุบลราชธานี,,,น้ำขุ่น,75,10,,,34,33
932,อุบลราชธานี,,,ทุ่งศรีอุดม,75,10,,,34,26
933,อุบลราชธานี,,,สำโรง,75,10,,,34,22
934,อุบลราชธานี,,,เดชอุดม,75,10,['ทุ่งเทิง'],,34,07
935,นครราชสีมา,14,14,เมืองนครราชสีมา,76,1,"['ในเมือง', 'หนองจะบก', 'โพธิ์กลาง', 'หนองไผ่ล้อม']",,30,01
936,นครราชสีมา,,,เมืองนครราชสีมา,76,2,"['จอหอ', 'บ้านใหม่', 'หมื่นไวย', 'โคกสูง', 'พุดซา', 'บ้านโพธิ์', 'หนองกระทุ่ม', 'ตลาด', 'สีมุม', 'หนองไข่น้ำ', 'บ้านเกาะ', 'มะเริง', 'พลกรัง', 'โคกกรวด', 'สุรนารี', 'ปรุใหญ่']",,30,01
937,นครราชสีมา,,,สูงเนิน,76,3,,,30,18
938,นครราชสีมา,,,ขามทะเลสอ,76,3,,,30,19
939,นครราชสีมา,,,สีคิ้ว,76,3,"['สีคิ้ว', 'ลาดบัวขาว', 'หนองน้ำใส', 'คลองไผ่', 'มิตรภาพ', 'หนองหญ้าขาว']",,30,20
940,นครราชสีมา,,,โนนสูง,76,4,,,30,10
941,นครราชสีมา,,,โนนไทย,76,4,"['กำปัง', 'ถนนโพธิ์', 'สำโรง', 'ด่านจาก', 'มะค่า']",,30,09
942,นครราชสีมา,,,พิมาย,76,4,"['สัมฤทธิ์', 'ท่าหลวง', 'กระเบื้องใหญ่', 'ชีวาน']",,30,15
943,นครราชสีมา,,,บัวใหญ่,76,5,,,30,12
944,นครราชสีมา,,,แก้งสนามนาง,76,5,,,30,23
945,นครราชสีมา,,,บัวลาย,76,5,,,30,30
946,นครราชสีมา,,,สีดา,76,5,,,30,31
947,นครราชสีมา,,,บ้านเหลื่อม,76,5,,,30,05
948,นครราชสีมา,,,ประทาย,76,6,,,30,13
949,นครราชสีมา,,,โนนแดง,76,6,,,30,24
950,นครราชสีมา,,,เมืองยาง,76,6,,,30,27
951,นครราชสีมา,,,ลำทะเมนชัย,76,6,,,30,29
952,นครราชสีมา,,,คง,76,6,"['เทพาลัย', 'ขามสมบูรณ์', 'ตาจั่น']",,30,04
953,นครราชสีมา,,,ชุมพวง,76,7,,,30,17
954,นครราชสีมา,,,พิมาย,76,7,,"['สัมฤทธิ์', 'ท่าหลวง', 'กระเบื้องใหญ่', 'ชีวาน']",30,15
955,นครราชสีมา,,,ห้วยแถลง,76,8,,,30,16
956,นครราชสีมา,,,จักราช,76,8,,,30,06
957,นครราชสีมา,,,เฉลิมพระเกียรติ,76,8,,,30,32
958,นครราชสีมา,,,โชคชัย,76,9,,,30,07
959,นครราชสีมา,,,หนองบุญมาก,76,9,,,30,22
960,นครราชสีมา,,,เมืองนครราชสีมา,76,9,"['หัวทะเล', 'หนองระเวียง', 'พะเนา']",,30,01
961,นครราชสีมา,,,ครบุรี,76,10,,,30,02
962,นครราชสีมา,,,เสิงสาง,76,10,,,30,03
963,นครราชสีมา,,,วังน้ำเขียว,76,10,"['วังน้ำเขียว', 'ไทยสามัคคี']",,30,25
964,นครราชสีมา,,,ปักธงชัย,76,11,,,30,14
965,นครราชสีมา,,,วังน้ำเขียว,76,11,,"['วังน้ำเขียว', 'ไทยสามัคคี']",30,25
966,นครราชสีมา,,,เมืองนครราชสีมา,76,11,"['หนองบัวศาลา', 'ไชยมงคล']",,30,01
967,นครราชสีมา,,,ปากช่อง,76,11,['วังกะทะ'],,30,21
968,นครราชสีมา,,,ปากช่อง,76,12,,['วังกะทะ'],30,21
969,นครราชสีมา,,,ด่านขุนทด,76,13,,,30,08
970,นครราชสีมา,,,เทพารักษ์,76,13,,,30,26
971,นครราชสีมา,,,สีคิ้ว,76,13,,"['สีคิ้ว', 'ลาดบัวขาว', 'หนองน้ำใส', 'คลองไผ่', 'มิตรภาพ', 'หนองหญ้าขาว']",30,20
972,นครราชสีมา,,,ขามสะแกแสง,76,14,,,30,11
973,นครราชสีมา,,,พระทองคำ,76,14,,,30,28
974,นครราชสีมา,,,คง,76,14,,"['เทพาลัย', 'ขามสมบูรณ์', 'ตาจั่น']",30,04
975,นครราชสีมา,,,โนนไทย,76,14,,"['กำปัง', 'ถนนโพธิ์', 'สำโรง', 'ด่านจาก', 'มะค่า']",30,09
976,กรุงเทพมหานคร,30,30,พระนคร,77,1,,,10,01
977,กรุงเทพมหานคร,,,ป้อมปราบศัตรูพ่าย,77,1,,,10,08
978,กรุงเทพมหานคร,,,สัมพันธวงศ์,77,1,,,10,13
979,กรุงเทพมหานคร,,,ดุสิต,77,1,,['ถนนนครไชยศรี'],10,02
980,กรุงเทพมหานคร,,,ปทุมวัน,77,2,,,10,07
981,กรุงเทพมหานคร,,,บางรัก,77,2,,,10,04
982,กรุงเทพมหานคร,,,สาทร,77,2,,,10,28
983,กรุงเทพมหานคร,,,บางคอแหลม,77,3,,,10,31
984,กรุงเทพมหานคร,,,ยานนาวา,77,3,,,10,12
985,กรุงเทพมหานคร,,,คลองเตย,77,4,,,10,33
986,กรุงเทพมหานคร,,,วัฒนา,77,4,,,10,39
987,กรุงเทพมหานคร,,,ดินแดง,77,5,,,10,26
988,กรุงเทพมหานคร,,,ห้วยขวาง,77,5,,,10,17
989,กรุงเทพมหานคร,,,พญาไท,77,6,,,10,14
990,กรุงเทพมหานคร,,,ราชเทวี,77,6,,,10,37
991,กรุงเทพมหานคร,,,จตุจักร,77,6,"['จตุจักร', 'จอมพล']",,10,30
992,กรุงเทพมหานคร,,,บางซื่อ,77,7,,,10,29
993,กรุงเทพมหานคร,,,ดุสิต,77,7,['ถนนนครไชยศรี'],,10,02
994,กรุงเทพมหานคร,,,ลาดพร้าว,77,8,,,10,38
995,กรุงเทพมหานคร,,,วังทองหลาง,77,8,,['พลับพลา'],10,45
996,กรุงเทพมหานคร,,,หลักสี่,77,9,,,10,41
997,กรุงเทพมหานคร,,,จตุจักร,77,9,,"['จตุจักร', 'จอมพล']",10,30
998,กรุงเทพมหานคร,,,ดอนเมือง,77,10,,,10,36
999,กรุงเทพมหานคร,,,สายไหม,77,11,,,10,42
1000,กรุงเทพมหานคร,,,บางเขน,77,12,,,10,05
1001,กรุงเทพมหานคร,,,บางกะปิ,77,13,,,10,06
1002,กรุงเทพมหานคร,,,วังทองหลาง,77,13,['พลับพลา'],,10,45
1003,กรุงเทพมหานคร,,,บึงกุ่ม,77,14,,,10,27
1004,กรุงเทพมหานคร,,,คันนายาว,77,14,['รามอินทรา'],,10,43
